ten_mat_hang,thi_truong,ngay,gia,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,lat,lon,coord_source
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-07,29833.0,25.5,21.4,32.5,9.0,9.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-08,30033.0,26.1,22.1,33.2,0.6,0.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-09,30067.0,26.0,21.6,32.4,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-10,29967.0,25.4,21.5,31.0,2.9,2.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-13,29933.0,23.3,20.5,27.4,3.8,3.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-14,29933.0,22.4,19.6,26.3,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-15,29733.0,23.5,19.4,29.1,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-16,30033.0,24.9,19.5,31.8,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-17,30133.0,25.8,20.4,32.6,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-20,29933.0,27.8,22.1,36.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-21,29833.0,27.6,21.3,36.6,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-22,29400.0,27.7,21.3,36.7,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-23,29000.0,27.5,22.5,34.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-24,29300.0,26.3,22.4,31.9,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-27,29633.0,24.5,21.2,30.2,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-28,29733.0,24.4,20.6,30.9,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-29,30367.0,25.0,20.0,31.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-04-30,30467.0,26.1,21.8,31.9,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-01,30567.0,27.0,21.5,34.8,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-04,30933.0,29.0,22.2,37.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-05,30867.0,29.1,24.5,36.0,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-06,31067.0,29.9,23.2,38.3,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-07,31067.0,30.4,25.5,36.8,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-08,30767.0,29.8,25.0,35.3,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-11,30867.0,29.3,22.4,37.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-12,31067.0,29.5,25.1,37.0,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-13,30767.0,28.6,22.9,36.0,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-14,30533.0,28.6,22.9,35.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-15,31033.0,28.8,23.0,36.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-18,30867.0,28.3,24.0,34.2,0.6,0.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-19,31067.0,27.2,24.2,34.2,5.5,5.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-20,30767.0,27.1,24.0,32.0,2.5,2.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-21,30533.0,28.2,24.0,33.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-22,31033.0,28.3,24.9,34.1,1.6,1.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-25,31667.0,26.4,23.3,31.2,8.9,8.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-26,32067.0,27.1,23.4,31.8,3.5,3.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-27,31867.0,26.6,23.1,31.0,2.4,2.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-28,31367.0,26.1,22.2,30.8,8.3,8.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-05-29,31167.0,26.0,22.6,31.0,6.8,6.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-01,31167.0,26.1,23.2,31.5,12.9,12.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-02,30967.0,25.7,21.9,31.9,17.7,17.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-03,31533.0,25.7,22.1,31.2,5.0,5.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-04,31933.0,25.5,23.1,30.1,6.9,6.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-05,31867.0,26.5,22.9,30.7,2.8,2.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-08,32567.0,26.8,23.0,31.0,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-09,32700.0,26.5,23.5,30.8,0.6,0.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-10,32267.0,25.4,22.7,29.5,10.2,10.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-11,31767.0,25.1,22.2,29.5,8.4,8.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-12,31433.0,25.9,22.4,30.5,7.3,7.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-15,31467.0,25.0,22.8,28.9,1.8,1.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-16,31167.0,25.2,22.0,30.2,4.4,4.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-17,30867.0,25.4,22.1,29.6,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-18,30967.0,25.9,22.6,30.2,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-19,30667.0,26.6,23.0,31.0,1.7,1.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-22,30767.0,25.6,21.4,31.5,2.0,2.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-23,30967.0,26.6,22.1,31.8,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-24,30967.0,26.4,22.9,31.9,0.7,0.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-25,30767.0,25.7,22.4,31.0,5.6,5.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-26,30633.0,25.2,21.5,30.8,3.9,3.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-29,30633.0,23.8,22.4,27.1,3.1,3.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-06-30,31033.0,23.8,21.6,27.3,12.6,12.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-01,31300.0,23.5,21.5,27.0,6.5,6.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-02,31733.0,24.2,22.2,27.5,8.0,8.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-03,31733.0,24.1,22.4,27.0,4.7,4.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-06,31767.0,25.1,21.5,30.0,4.1,4.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-07,31333.0,25.7,22.0,30.6,1.3,1.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-08,31633.0,25.9,22.0,30.9,0.5,0.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-09,31633.0,25.6,21.9,29.6,2.3,2.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-10,31667.0,25.4,22.2,30.5,11.5,11.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-13,31667.0,25.6,22.2,31.0,2.3,2.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-14,32067.0,25.0,22.4,28.9,7.3,7.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-15,31767.0,25.4,21.4,30.8,5.8,5.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-16,31967.0,25.7,22.0,31.5,4.2,4.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-17,32033.0,26.0,21.4,31.4,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-20,32567.0,25.7,22.0,30.4,1.7,1.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-21,32133.0,25.1,21.6,29.8,2.5,2.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-22,32633.0,25.4,22.0,30.4,2.5,2.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-23,32833.0,24.8,22.3,29.6,15.0,15.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-24,32767.0,24.7,22.1,28.7,1.3,1.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-27,32167.0,25.1,22.4,30.4,7.9,7.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-28,31967.0,25.5,22.8,30.1,24.7,24.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-29,31767.0,25.4,22.8,30.0,32.9,32.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-30,31967.0,24.9,22.5,29.0,12.7,12.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-07-31,31967.0,22.9,22.2,24.5,73.5,73.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-03,32667.0,24.6,22.6,27.9,4.2,4.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-04,32667.0,25.0,22.8,28.5,3.0,3.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-05,33467.0,24.9,22.4,28.9,10.3,10.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-06,32667.0,24.4,22.1,28.7,19.7,19.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-07,32467.0,24.3,21.9,27.2,4.5,4.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-10,32667.0,25.1,22.8,29.0,4.9,4.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-11,32567.0,25.1,22.7,28.4,3.6,3.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-12,32467.0,24.1,22.3,26.6,7.8,7.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-13,32667.0,24.3,22.4,26.6,1.9,1.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-14,33067.0,24.6,22.4,28.9,5.2,5.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-17,33067.0,25.3,22.0,29.5,2.4,2.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-18,33000.0,24.9,22.2,29.5,6.3,6.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-19,33233.0,23.8,21.9,27.5,7.2,7.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-20,33033.0,23.4,21.8,25.7,4.6,4.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-21,33167.0,24.7,22.5,28.4,0.6,0.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-24,33500.0,25.9,22.5,30.1,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-25,33467.0,26.7,22.8,31.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-26,33667.0,26.6,23.6,30.6,2.0,2.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-27,33800.0,26.0,23.4,30.0,1.5,1.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-28,33467.0,26.1,23.5,30.1,1.8,1.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-08-31,33633.0,25.8,22.5,30.5,3.7,3.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-01,33667.0,24.7,22.4,29.4,21.1,21.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-03,33900.0,24.9,22.3,30.0,33.4,33.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-04,33800.0,25.5,22.1,30.6,2.5,2.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-07,33867.0,25.2,22.5,29.5,3.8,3.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-08,33667.0,25.6,21.7,31.0,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-09,33367.0,25.3,22.5,30.0,2.5,2.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-10,33233.0,24.9,21.3,30.4,24.8,24.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-11,33467.0,24.9,21.6,29.7,5.8,5.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-14,33800.0,24.5,20.8,29.6,11.3,11.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-15,32967.0,25.1,21.2,29.4,23.6,23.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-16,32933.0,25.0,22.2,28.6,28.0,28.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-17,32967.0,23.4,22.6,24.8,11.0,11.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-18,32867.0,23.7,22.2,26.9,28.8,28.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-21,32467.0,25.0,21.6,30.0,6.0,6.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-22,32267.0,25.0,21.2,30.0,1.6,1.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-23,32167.0,25.0,20.6,31.0,3.3,3.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-24,32267.0,24.5,20.8,29.4,2.6,2.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-25,32267.0,24.5,22.0,27.7,3.1,3.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-28,32467.0,24.6,21.4,29.2,2.0,2.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-29,31867.0,24.5,22.5,28.1,0.7,0.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-09-30,31667.0,24.5,22.0,28.3,14.3,14.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-01,31667.0,24.3,21.9,28.5,7.7,7.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-02,31567.0,25.0,22.1,29.8,3.6,3.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-05,32067.0,23.7,21.6,27.1,9.4,9.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-06,31933.0,23.4,21.4,25.8,8.6,8.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-07,31867.0,23.2,21.5,25.7,18.8,18.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-08,31667.0,23.8,21.4,28.9,7.3,7.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-09,31767.0,23.3,22.0,26.5,15.5,15.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-12,31767.0,24.2,21.6,29.2,5.0,5.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-13,31267.0,23.9,21.6,27.4,6.7,6.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-14,31167.0,24.0,21.5,26.9,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-15,31733.0,24.1,22.0,28.2,24.5,24.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-16,31933.0,22.6,22.0,23.8,340.0,340.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-19,32067.0,24.3,21.9,28.6,7.1,7.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-20,32167.0,24.0,21.6,28.5,9.4,9.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-21,31867.0,22.9,20.2,25.9,6.8,6.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-22,31667.0,22.9,18.9,28.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-23,32267.0,23.1,19.2,28.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-26,32267.0,24.0,21.3,28.3,1.8,1.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-27,32467.0,23.8,21.1,27.8,5.0,5.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-28,33067.0,22.1,21.3,23.6,39.3,39.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-29,33067.0,24.3,21.2,29.0,2.4,2.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-10-30,33100.0,24.0,20.8,28.6,1.4,1.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-02,33067.0,21.9,19.0,25.9,1.1,1.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-03,33000.0,22.3,19.2,26.5,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-04,32867.0,22.6,19.8,26.6,0.5,0.5,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-05,32767.0,23.9,18.5,29.0,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-06,33267.0,23.6,22.0,26.9,4.7,4.7,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-09,33367.0,22.0,19.3,26.7,10.4,10.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-10,33367.0,20.5,19.6,22.1,157.9,157.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-11,33567.0,23.4,21.4,27.6,6.3,6.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-12,33867.0,22.8,20.5,25.9,1.1,1.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-13,34067.0,22.2,18.5,26.9,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-16,33967.0,23.5,21.3,27.1,1.6,1.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-17,34500.0,23.3,20.7,27.5,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-18,33900.0,23.7,20.3,28.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-19,33567.0,23.7,20.5,28.5,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-20,33167.0,23.7,20.5,28.5,0.1,0.1,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-23,33067.0,22.6,20.1,26.2,1.3,1.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-24,32867.0,22.4,20.4,25.8,2.0,2.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-25,32367.0,22.5,20.7,25.9,1.8,1.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-26,32567.0,22.8,20.5,26.5,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-27,33267.0,22.3,20.4,25.9,0.9,0.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-11-30,33267.0,21.1,20.6,22.0,27.8,27.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-01,33067.0,21.5,20.5,23.5,5.9,5.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-02,32867.0,21.5,18.7,24.6,1.2,1.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-03,32067.0,20.4,17.9,24.2,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-04,32167.0,19.3,16.5,22.7,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-07,31967.0,20.2,18.4,23.0,2.3,2.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-08,31867.0,20.7,18.8,23.8,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-09,31767.0,19.9,18.1,22.5,3.6,3.6,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-10,32967.0,21.2,18.6,23.9,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-11,32967.0,22.7,20.2,26.8,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-14,32867.0,23.0,20.6,27.5,0.8,0.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-15,32867.0,22.6,20.8,25.1,0.9,0.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-16,32967.0,21.9,20.5,25.2,2.2,2.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-17,33067.0,21.6,20.1,24.4,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-18,32967.0,21.4,19.7,24.5,0.3,0.3,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-21,32867.0,18.5,17.1,21.7,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-22,32867.0,19.2,16.6,22.7,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-23,32867.0,20.1,18.2,22.5,9.8,9.8,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-24,32867.0,21.1,19.4,23.8,0.9,0.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-25,32967.0,21.5,20.2,24.1,0.2,0.2,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-28,32967.0,20.9,17.9,25.8,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-29,32967.0,21.1,16.5,26.4,0.0,0.0,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-30,32967.0,20.4,18.1,24.5,0.4,0.4,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2020-12-31,32867.0,18.3,16.5,21.0,6.9,6.9,12.71,108.2378,manual_fallback
Cà phê Robusta nhân xô,Đắk Lắk,2021-01-01,31793.0,16.9,15.9,18.8,0.8,0.8,12.71,108.2378,manual_fallback
